Sp,Training data,New data,Ensemble,Trait.1,Trait.2,Trait.3,Hybrid,Network.1,Network.2,Network.3,Network.4,Source
Nycteris major,Unreported,Unreported,Unlikely,Suspected,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Pteropus rayneri,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Phoniscus atrox,Unreported,Unreported,Unlikely,Unlikely,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Falsistrellus tasmaniensis,Unreported,Unreported,Unlikely,Suspected,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Hipposideros crumeniferus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Suspected,NA,NA,NA,NA,
Macroderma gigas,Unreported,Unreported,Unlikely,Suspected,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Hipposideros coxi,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Suspected,NA,NA,NA,NA,
Plecotus teneriffae,Unreported,Unreported,Unlikely,Unlikely,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Mormopterus acetabulosus,Unreported,Unreported,Unlikely,Unlikely,Suspected,Unlikely,Unlikely,NA,NA,NA,NA,
Miniopterus gleni,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,NA,NA,
Hypsugo macrotis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Falsistrellus mordax,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Paranyctimene tenax,Unreported,Unreported,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,NA,NA,
Murina aenea,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Taphozous hilli,Unreported,Unreported,Unlikely,Suspected,Suspected,Unlikely,Unlikely,NA,NA,NA,NA,
Carollia sowelli,Unreported,Unreported,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,NA,NA,
Chaerephon shortridgei,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,Unlikely,NA,NA,NA,NA,
Scotorepens orion,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Hipposideros madurae,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,NA,NA,
Dobsonia inermis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Rousettus linduensis,Unreported,Unreported,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,NA,NA,
Hipposideros coronatus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Suspected,NA,NA,NA,NA,
Myotis ater,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Pteropus ornatus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Nyctinomops aurispinosus,Unreported,Unreported,Unlikely,Suspected,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Pteralopex atrata,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Scotophilus celebensis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Miniopterus minor,Unreported,Unreported,Unlikely,Unlikely,Suspected,Unlikely,Unlikely,NA,NA,NA,NA,
Notopteris macdonaldi,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Suspected,NA,NA,NA,NA,
Saccopteryx bilineata,Unreported,Unreported,Unlikely,Suspected,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Pteropus woodfordi,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Hipposideros curtus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Sauromys petrophilus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Tadarida lobata,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Artibeus amplus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Lonchophylla robusta,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,Unlikely,Unlikely,Unlikely,
Melonycteris woodfordi,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Suspected,NA,NA,NA,NA,
Nyctimene malaitensis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Pteralopex anceps,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Suspected,NA,NA,NA,NA,
Glauconycteris humeralis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Pteropus pelewensis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Vampyrum spectrum,Unreported,Unreported,Unlikely,Suspected,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Hipposideros inexpectatus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,Unlikely,NA,NA,NA,NA,
Kerivoula cuprosa,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Hipposideros marisae,Unreported,Unreported,Unlikely,Unlikely,Suspected,Unlikely,Unlikely,NA,NA,NA,NA,
Hypsugo anchietae,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,Unlikely,NA,NA,NA,NA,
Corynorhinus rafinesquii,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Nycteris javanica,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Nycteris intermedia,Unreported,Unreported,Unlikely,Unlikely,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Pteropus mahaganus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Scotorepens sanborni,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Glauconycteris egeria,Unreported,Unreported,Unlikely,Unlikely,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Kerivoula phalaena,Unreported,Unreported,Unlikely,Unlikely,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Chiroderma villosum,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Nyctophilus walkeri,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Hipposideros sumbae,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Suspected,NA,NA,NA,NA,
Coleura seychellensis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,Unlikely,NA,NA,NA,NA,
Artibeus aztecus,Unreported,Unreported,Unlikely,Unlikely,Suspected,Suspected,Unlikely,NA,NA,NA,NA,
Cheiromeles parvidens,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Pteropus gilliardorum,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Artibeus hirsutus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Tadarida australis,Unreported,Unreported,Unlikely,Suspected,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Otomops formosus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Rhogeessa tumida,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Dobsonia pannietensis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Mormopterus loriae,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Glauconycteris kenyacola,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,Unlikely,NA,NA,NA,NA,
Hipposideros semoni,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Suspected,NA,NA,NA,NA,
Brachyphylla cavernarum,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Glauconycteris gleni,Unreported,Unreported,Unlikely,Unlikely,Suspected,NA,Unlikely,NA,NA,NA,NA,
Pteropus aruensis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Rhogeessa parvula,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Hipposideros macrobullatus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Pteropus anetianus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Pteropus vetulus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Myotis nipalensis,Unreported,Unreported,Unlikely,Suspected,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Kerivoula flora,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Hypsugo vordermanni,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Miniopterus majori,Unreported,Unreported,Unlikely,Suspected,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Taphozous hildegardeae,Unreported,Unreported,Unlikely,Unlikely,Suspected,Unlikely,Unlikely,NA,NA,NA,NA,
Triaenops auritus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Suspected,NA,NA,NA,NA,
Mormopterus planiceps,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Hypsugo imbricatus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,Unlikely,NA,NA,NA,NA,
Scoteanax rueppellii,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Hipposideros papua,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Suspected,NA,NA,NA,NA,
Nyctinomops femorosaccus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Pipistrellus permixtus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,Unlikely,NA,NA,NA,NA,
Molossus sinaloae,Unreported,Unreported,Unlikely,Suspected,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Nycteris woodi,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Vespadelus darlingtoni,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Mormopterus jugularis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Vespadelus douglasorum,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Nycteris parisii,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Glauconycteris superba,Unreported,Unreported,Unlikely,Unlikely,Suspected,NA,Unlikely,NA,NA,NA,NA,
Kerivoula lenis,Unreported,Unreported,Unlikely,Suspected,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Pteronotus gymnonotus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Hipposideros pelingensis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Suspected,NA,NA,NA,NA,
Chalinolobus picatus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Uroderma magnirostrum,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Pteropus rennelli,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Idionycteris phyllotis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Eumops underwoodi,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Myotis sodalis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Murina rozendaali,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Pteropus insularis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Platyrrhinus vittatus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Taphozous kapalgensis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Otomops madagascariensis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Laephotis angolensis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Hipposideros orbiculus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,NA,NA,
Myotis keaysi,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Miniopterus manavi,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Myotis hermani,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Vespadelus troughtoni,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Promops centralis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Myotis moluccarum,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Pipistrellus minahassae,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,Unlikely,NA,NA,NA,NA,
Arielulus societatis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Mystacina robusta,Unreported,Unreported,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,NA,NA,
Artibeus glaucus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Hipposideros maggietaylorae,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Cistugo seabrae,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Pteropus molossinus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,Unlikely,NA,NA,NA,NA,
Arielulus cuprosus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Vampyressa thyone,Unreported,Unreported,Unlikely,Suspected,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Pipistrellus papuanus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Myotis bucharensis,Unreported,Unreported,Unlikely,Suspected,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Leptonycteris yerbabuenae,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Bauerus dubiaquercus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Chiroderma doriae,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Plecotus kolombatovici,Unreported,Unreported,Unlikely,Suspected,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Hesperoptenus doriae,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Myotis stalkeri,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Laephotis namibensis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Artibeus inopinatus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Chalinolobus dwyeri,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Hipposideros calcaratus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Vampyressa pusilla,Unreported,Unreported,Unlikely,Suspected,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Artibeus concolor,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Mops petersoni,Unreported,Unreported,Unlikely,Unlikely,Suspected,Unlikely,Unlikely,NA,NA,NA,NA,
Myotis oreias,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Sturnira aratathomasi,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Nyctophilus heran,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Myotis ciliolabrum,Unreported,Unreported,Unlikely,Suspected,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Eumops dabbenei,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Pteropus ualanus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,Unlikely,NA,NA,NA,NA,
Myzopoda aurita,Unreported,Unreported,Unlikely,Unlikely,Suspected,Unlikely,Unlikely,NA,NA,NA,NA,
Nycteris madagascariensis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Glauconycteris alboguttata,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Noctilio leporinus,Unreported,Unreported,Unlikely,Suspected,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Glauconycteris machadoi,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Histiotus humboldti,Unreported,Unreported,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,NA,NA,
Lasiurus atratus,Unreported,Unreported,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,NA,NA,
Phyllonycteris major,Unreported,Unreported,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,NA,NA,
Artibeus gnomus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Myotis fortidens,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Hypsugo kitcheneri,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Cistugo lesueuri,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Pteronotus pristinus,Unreported,Unreported,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,NA,NA,
Hipposideros muscinus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Pteropus tuberculatus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Trachops cirrhosus,Unreported,Unreported,Unlikely,Suspected,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Myotis occultus,Unreported,Unreported,Unlikely,Suspected,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Kerivoula africana,Unreported,Unreported,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,NA,NA,
Pipistrellus sturdeei,Unreported,Unreported,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,NA,NA,
Mormoops magna,Unreported,Unreported,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,NA,NA,
Myotis melanorhinus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Choeronycteris mexicana,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Glischropus javanus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,Unlikely,NA,NA,NA,NA,
Brachyphylla nana,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Rhogeessa gracilis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Nyctophilus howensis,Unreported,Unreported,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,NA,NA,
Hipposideros sorenseni,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,NA,NA,
Hipposideros scutinares,Unreported,Unreported,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,NA,NA,
Platyrrhinus dorsalis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Vespadelus vulturnus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Myotis alcathoe,Unreported,Unreported,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,NA,NA,
Rhogeessa alleni,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Molossus pretiosus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Rhogeessa io,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Pipistrellus collinus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Pteralopex pulchra,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Mormopterus doriae,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Emballonura atrata,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Neoromicia brunneus,Unreported,Unreported,Unlikely,Unlikely,Suspected,NA,Unlikely,NA,NA,NA,NA,
Myotis elegans,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Hipposideros thomensis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Hipposideros corynophyllus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Peropteryx kappleri,Unreported,Unreported,Unlikely,Suspected,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Hypsugo crassulus,Unreported,Unreported,Unlikely,Unlikely,Suspected,NA,Unlikely,NA,NA,NA,NA,
Pteropus cognatus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Hylonycteris underwoodi,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Eptesicus kobayashii,Unreported,Unreported,Unlikely,Suspected,Unlikely,NA,Unlikely,NA,NA,NA,NA,
Plecotus balensis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,NA,NA,
Notopteris neocaledonica,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Eumops bonariensis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Hipposideros wollastoni,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Aselliscus tricuspidatus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Rhinolophus ziama,Unreported,Unreported,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,NA,NA,
Mormopterus norfolkensis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Platyrrhinus umbratus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Myotis australis,Unreported,Unreported,Unlikely,Suspected,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Stenoderma rufum,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Noctilio albiventris,Unreported,Unreported,Unlikely,Suspected,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Miniopterus shortridgei,Unreported,Unreported,Unlikely,Suspected,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Platyrrhinus recifinus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Glauconycteris curryae,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,NA,NA,
Peropteryx macrotis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Balantiopteryx plicata,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Pteralopex acrodonta,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,Unlikely,NA,NA,NA,NA,
Phyllostomus elongatus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Pipistrellus angulatus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Hypsugo lophurus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,NA,Unlikely,NA,NA,NA,NA,
Lasiurus salinae,Unreported,Unreported,Unlikely,Suspected,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Corynorhinus mexicanus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Chalinolobus tuberculatus,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Pipistrellus wattsi,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Mops niangarae,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Artibeus watsoni,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Murina florium,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
Ardops nichollsi,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Taphozous troughtoni,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,NA,NA,NA,NA,
Plecotus sardus,Unreported,Unreported,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,NA,NA,
Histiotus laephotis,Unreported,Unreported,Unlikely,Unlikely,Unlikely,Suspected,Unlikely,NA,NA,NA,NA,
